URL,Name,Content
"https://tardis.fandom.com/ru/wiki/%D0%A1%D0%BF%D0%B8%D1%81%D0%BE%D0%BA_%D0%B0%D0%BA%D1%82%D1%91%D1%80%D0%BE%D0%B2,_%D1%81%D1%8B%D0%B3%D1%80%D0%B0%D0%B2%D1%88%D0%B8%D1%85_%D0%BD%D0%B5%D0%B1%D0%BE%D0%BB%D1%8C%D1%88%D0%B8%D0%B5_%D1%80%D0%BE%D0%BB%D0%B8","
					Список актёров, сыгравших небольшие роли				","В список включены исполнившие небольшие роли малоизвестные актёры, фильмография которых за пределами « Доктора Кто » либо мала, либо пуста. "
https://tardis.fandom.com/ru/wiki/%D0%9A%D0%B0%D1%81%D1%81%D0%B0%D0%BD%D0%B4%D1%80%D0%B0_%D0%9E%E2%80%99%D0%91%D1%80%D0%B0%D0%B9%D0%B5%D0%BD.%CE%9417,"
					Кассандра О’Брайен.Δ17				","Кассандра О’Брайен.Δ17 Cassandra O'Brien.Δ17 Раса: Человек Планета: Земля , Лос-Анджелес Появления ТВ: Конец света (2005) , Новая Земля (2006) Актёр: Зоэ Уонамейкер Дэвид Теннант Билли Пайпер Шон Галлахер Леди Кассандра О’Брайен.Δ17 - (произносится как «точка дельты семнадцать»), или просто Леди Кассандра — бывший человек из далёкого будущего . Наряду с другими богатыми и могущественными представителями народов Вселенной, Кассандра была одной из гостей на Платформе Один , космической станции на орбите Земли в 5 000 000 000 году , чтобы стать свидетелем уничтожения Земли от расширения Солнца . По словам Кассандры, её родители были последними, кого похоронили на Земле. Она жила на окраине Лос-Анджелеса. Также она упомянула, что когда то была «маленьким мальчиком». ( ТВ: Конец света ) На одной из вечеринок будущее «я» Кассандры в теле умирающего Чипа сказало ей, что она прекрасна, после чего умерло у неё на руках. Это событие Кассандра запомнила на всю жизнь, так как это был последний раз, когда кто-то восхищался её красотой. ( ТВ: Новая Земля ) Кассандра в молодости Кассандра была замужем как минимум пять раз. Она сделала себе 708 пластических операций, пока не превратилась в кусок кожи с глазами и ртом, подключенных к мозгу в банке. Её нужно было постоянно увлажнять, чтобы она не иссохла. Кассандра называла себя последним настоящим человеком, так как остальные представители её расы вступали в браки с другими видами и были «полукровками». Роза Тайлер при встрече назвала её «ненужным батутом». ( ТВ: Конец света ) Девятый Доктор впервые встретил Кассандру вместе с богатейшими расами во Вселенной, когда они собирались посмотреть на разрушение Земли. Кассандра использовала роботов-пауков, чтобы отключить щиты на платформе и убить всех гостей. Но чтобы её не заподозрили, если что-то пойдёт не так, вместо неё их пронесли Адепты Повторяющихся Элементов . Она планировала взять заложников и получить выкуп для дальнейших операций на теле. Когда Доктор узнал об этом, она телепортировалась со станции, оставляя остальных умирать — защитные щиты открывались и пропускали солнечную радиацию. Однако Доктору удалось спасти гостей, и он вернул Кассандру обратно на платформу, но без её ассистентов, чтобы они не смогли «увлажнить» её. Без них её кожа иссохла и в конечном счёте она лопнула (хотя её мозг не был уничтожен). ( ТВ: Конец света ) Кассандра вернулась на Новую Землю : её мозг сохранился, и это позволило ей выжить. Её глаза были извлечены и вставлены в кожу, которую она взяла со своего предыдущего тела. Она пряталась в подвале больницы Сестёр Изобилия и вырастила клона-слугу Чипа. 23 года спустя она узнала, что Роза Тайлер и Десятый Доктор находятся на Новой Земле, и использовала психографт, чтобы поместить своё сознание в тело Розы, но это привело к смерти её мозга. В теле Розы Кассандра страстно поцеловала Десятого Доктора. Она выдавала себя ужасным акцентом, и в итоге сказала Доктору, кто она на самом деле. Она вырубила его с помощью духов, которые спрятала в декольте. Выяснив секрет Сестёр Изобилия, Кассандра и Доктор попытались спасти больницу от выбравшихся из хранилищ «зомби». Доктор и Роза заставляли Кассандру перемещаться из одного тела в другое, каждый раз требуя, чтобы она освободила их. В конце концов, сознание Кассандры переместилось в Чипа. Но тело клона умирало, и поэтому Доктор отправил Кассандру назад во времени, где она всё ещё была красивой. Там она и умерла на руках у своей молодой версии. ( ТВ: Новая Земля ) "
https://tardis.fandom.com/ru/wiki/%D0%9B%D0%B5%D0%BE%D0%BD_%D0%9A%D0%BE%D0%BB%D1%8C%D0%B1%D0%B5%D1%80,"
					Леон Кольбер				","Леон Кольбер Léon Colbert Раса: Человек Планета: Земля : Франция Появления ТВ: Господство террора (1964) Актёр: Эдвард Брейшоу Леон Кольбер — революционер из Франции 18-го века. Он притворялся контр-революционером, чтобы проникнуть в группу Жюля Рено . В июле 1794 он предложил найти для Сьюзан Форман врача, чтобы вылечить её, но это оказалось ловушкой, и врач помог солдатам вернуть Сьюзан и Барбару обратно к тюремщику в Консьержери. Жюль назначил встречу Леону и Йену, не зная, что это была ловушка, чтобы поймать Честертона. Леон поймал того и допрашивал его, но не верил, что тот прибыл во Францию в маленьком ящике . Жюль пришел спасти Йена, убил Леона и его солдат. ( ТВ: Господство террора ) "
https://tardis.fandom.com/ru/wiki/%D0%9B%D0%B5%D0%B4%D1%8F%D0%BD%D0%BE%D0%B9_%D0%BE%D0%B3%D0%BE%D0%BD%D1%8C_(%D0%B0%D1%83%D0%B4%D0%B8%D0%BE_%D0%B8%D1%81%D1%82%D0%BE%D1%80%D0%B8%D1%8F),"
					Ледяной огонь (аудио история)				","Ледяной огонь Frostfire 1 история 1 сезона Хроник спутников Доктор: Первый Доктор Спутники: Вики , Стивен Участвуют: Джейн Остин Враги: Пепел Место: Земля - Карфаген (1164 год до н.э.) и Лондон (Февраль 1814 ) ТАРДИС Доктора Производственная информация Издатель: Big Finish Productions Автор: Марк Платт Режиссёр: Марк Томпсон Номер: 1.1 Дата выхода: январь 2007 Формат: 2 эпизода по 25 мин. Хроники спутников Следующее → Страх далеков Ледяной огонь — 1 аудиопьеса 1 сезона « Хроник спутников » от компании Big Finish Productions . Сюжет написан Марком Платтом для Морин О'Брайен в роли Вики Паллистер , рассказывающей историю об одном из путешествий с Первым Доктором и Стивеном , во время которого они посещают последнюю «морозную ярмарку» на реке Темзе в 1814 году и встречают известную писательницу Джейн Остин . Вики рассказывает эту историю после событий серии « Создатели мифов » (1965), где она попрощалась с Доктором. Вики собирается рассказать историю. Но где она начинается, а где заканчивается? Древний Карфаген. 1164 год до н.э. У леди Крессиды есть своя тайна - она содержит в подвале Храма Астарты цистерну с «нескончаемым пламенем». Оно никогда не должно покинуть своё место обитания. Лондон. 1814 год. Первый Доктор вместе со Стивеном и Вики идёт на ярмарку, где встречают Огненного дракона, писательницу и самую ужасную погоду. Но что грядёт быстрее? Будущее или Прошлое? Феникс или Яйцо? Пламя или Лёд? Или Время замёрзнет навсегда? "
https://tardis.fandom.com/ru/wiki/%D0%9B%D0%B0%D0%B7%D0%B5%D1%80%D0%BD%D0%B0%D1%8F_%D0%BE%D1%82%D0%B2%D1%91%D1%80%D1%82%D0%BA%D0%B0,"
					Лазерная отвёртка				","Лазерная отвёртка Laser screwdriver Тип: Многофункциональное лазерное устройство, оружие Место: Галлифрей Изобрели: Мастер Имеет отношение: Звуковая отвёртка Появления ТВ: Барабанная дробь / Последний Повелитель Времени (2007) Падение Доктора (2017) Лазерная отвертка — устройство, которое использовал Мастер , было не похоже на звуковой аналог Доктора . Оно было не только более массивным и крупным, но также чаще использовалось как смертельное оружие, чем в качестве мульти-функционального приспособления. Соединяя в себе различные технологии, включая миниатюризированную систему, основанную на технологии омоложения, придуманной профессором Ричардом Лазарусом , эта отвёртка питалась энергией артронного кристалла из ТАРДИС Доктора . У лазерной отвёртки было изоморфное управление , так что только Мастер мог ей пользоваться. Это выяснилось, когда Доктор попытался использовать её против него. ( ТВ: Последний Повелитель Времени ) В качестве оружия отвёртка испускала луч лазерной энергии, сила которого могла отбросить человека на несколько метров. ( ТВ: Барабанная дробь / Последний Повелитель Времени ) Однако, отвёртка оказалась неэффективной против Доктора, окруженного психическим полем, созданным сетью Архангел. Кроме способности быть оружием убийства, лазерная отвёртка могла физически состарить свою цель. Мастер использовал эту функцию отвёртки против Доктора, взяв образец его генетического кода из руки, которая находилась в ТАРДИС Доктора, чтобы состарить Доктора сначала на 100 лет, а потом и до его «реального» физического возраста. ( ТВ: Барабанная дробь / Последний Повелитель Времени ) Мастер впервые показал свою отвёртку в действии на борту Вэлианта , убив Джека Харкнесса , который пытался остановить вторжение токлафанов , а также состарив Доктора. Он сравнил свою отвёртку с отвёрткой Доктора, прокомментировав: «Лазерная отвёртка. Кому нужна звуковая?» Позднее он использовал свою отвёртку чтобы убить Томаса Миллигана . ( ТВ: Барабанная дробь / Последний Повелитель Времени ) Позже лазерную отвёртку можно увидеть в ТАРДИС Доктора; вероятно, Десятый Доктор взял отвёртку себе после «смерти» Мастера. Эми Понд присоединила её к консоли, чтобы усилить притягивающий луч ТАРДИС и вытащить Доктора из разрыва во времени и пространстве. ( ИГРА: ТАРДИС ) После этого отвёртка оставалась в консоли. ( ИГРА: Пороховой заговор ) Позже Мастер раздобыл себе модифицированную версию лазерной отвёртки, которую он использовал на Мондасианском колониальном корабле. Он пытался навредить Доктору с помощью неё, но Доктор выбил её из его рук в схватке. Некоторое время спустя он использовал её, чтобы уничтожать мондасианских киберлюдей, которые пытались схватить его для конвертации. Мастер использовал её ещё раз вместе с кибер-бластером Билл чтобы уничтожить продвинутую модель киберчеловека в битве. После того, как Мисси ударила его в спину и оставила в лифте регенерировать, Мастер (отказываясь позволять своей будущей версии помогать Доктору) ударил её в спину лучом лазера из отвёртки. Мастер сказал Мисси, что она не сможет регенерировать, так как он ударил её полным зарядом лазера с максимальной мощностью, и оставил её умирать, отправив лифт вниз. ( ТВ: Падение Доктора ) Из концепт-артов, выложенных на сайте BBC, а также разговоры с актёрами и съёмочной командой выявили, что лазерная отвёртка должна была стать куда более пугающей и крупной, чем звуковая отвёртка Доктора, она должна была быть «демонстративной». Это, а также куда более опасные и продвинутые настройки отвёртки должны были стать ещё одним штрихом к образу Мастера в качестве антагониста. Также предполагалось, что Мастер создал свою отвёртку уже на Земле, из подручных материалов. Была выпущена игрушечная копия лазерной отвёртки, которая была похожа на звуковую отвёртку Доктора, но имела несколько отличий. Внутри неё не было ручки или каких-либо сьёмных частей, за исключением отсека для батареек. Единичное нажатие на кнопку выдвигает наконечник и активирует звуковой эффект смертоносного лазера, кроме того, включается подсветка на наконечнике. Зажатие кнопки примерно на одну секунду активирует звуковой эффект старящей настройки. Но, в отличие от сериала, тройной наконечник не выдвигается дальше во время работы этого эффекта. Игрушечная отвёртка совсем немного меньше, чем оригинал. Фанаты заметили, что лазерная отвёртка Мастера напоминает другое излюбленное его оружие, компрессор живой материи. Актёры и съёмочная команда, когда их спросили об этом, сказали, что, возможно, Мастер просто предпочёл использовать что-то другое ради элемента неожиданности. Расселл Т Дэвис говорил, что он подумывал вписать в сценарий такую реплику Мастера по отношению к Доктору, как «Моя отвёртка больше твоей», но потом передумал. Нехудожественный источник под названием «Доктор Кто: Визуальный словарь» даёт больше информации о лазерной отвёртке. Она содержит в себе лазерную технологию, которая позволяет испускать смертельные лазерные лучи с наконечника отвёртки. "
"https://tardis.fandom.com/ru/wiki/%D0%A1%D0%BF%D0%B8%D1%81%D0%BE%D0%BA_%D0%B0%D0%BA%D1%82%D1%91%D1%80%D0%BE%D0%B2,_%D1%81%D1%8B%D0%B3%D1%80%D0%B0%D0%B2%D1%88%D0%B8%D1%85_%D0%BD%D0%B5%D0%B1%D0%BE%D0%BB%D1%8C%D1%88%D0%B8%D0%B5_%D1%80%D0%BE%D0%BB%D0%B8","
					Список актёров, сыгравших небольшие роли				","В список включены исполнившие небольшие роли малоизвестные актёры, фильмография которых за пределами « Доктора Кто » либо мала, либо пуста. "
https://tardis.fandom.com/ru/wiki/%D0%9B%D0%B8%D0%BD%D0%B3-%D0%A2%D0%B0%D1%83,"
					Линг-Тау				","Линг-Тау Ling-Tau Раса: Человек Планета: Земля : Китай Появления ТВ: Марко Поло (1964) Актёр: Пол Карсон Линг-Тау — посол хана Хубилая . В 1289 году хан отправил Линг-Тау на встречу каравану Марко Поло , так как он задерживался в дороге. Йен Честертон и Барбара Райт были поражены, что Линг-Тау прибыл к их каравану всего за 1 день, ведь ехать нужно более 300 миль. Посол объяснил это тем, что очень часто менял лошадей. В Пекине , после поединка Марко Поло с Теганой, Линг-Тау задержал последнего, однако не смог остановить его попытку самоубийства. ( ТВ: Марко Поло ) "
https://tardis.fandom.com/ru/wiki/%D0%9A%D1%8D%D0%BB%D0%B5%D1%80_(%D1%80%D0%B0%D1%81%D0%B0),"
					Кэлер (раса)				","Кэлеры Тип: Гуманоиды Планета: Кэлер Личности: Кэлер-Джекс Кэлер-Тек Кэлер-Мас Появления Первое: Создание Стрелка ТВ: Создание Стрелка Город под названием Милосердие Кэлеры - раса, известная своим технологическим мастерством. Внешне они очень похожи на людей, за исключением зелёной отметины на лице. Эти узоры уникальны и по ним можно идентифицировать личность. Имена кэлеров состояли из двух частей: приставки  ""Кэлер"" и личного имени. У кэлеров существовало несколько богов, и они верили, что после смерти будут подниматься на гору, неся с собой души всех, кого они обидели при жизни. (ТВ: Город под названием Милосердие ) Кэлеры славились своими технологиями. Одиннадцатый Доктор назвал кэлеров одним из самых гениальных видов Галактики . У их космических кораблей была форма яйца. Корабли оснащены системой сигнализации и самоуничтожения в случае несанкционированного проникновения. 
Кэлеры легко могли вылечить холеру. 
В 19 веке на родной планете кэлеров шла война, для сражения в которой они создали армию киборгов из солдат Кэлера. Одна рука была заменена мощным энергетическим оружием, один глаз был заменен линзой, а большая часть тела была заменена роботизированными частями. У замененного глаза была автоматическая система наведения, датчики, которые могли видеть сквозь стены, и программное обеспечение для идентификации. У киборгов также был телепорт ближнего действия. В 19 веке на Кэлере шла война, длившаяся девять лет. За это время половина планеты была истреблена. Чтоб вести войну, группа учёных создала из солдат Кэлера киборгов, и война была выиграна за неделю. Затем солдаты были выведены из строя, но один из них, Кэлер-Тек, выжил и убил всех ответственных ученых.  Двое ученых, Кэлер-Джекс и Кэлер-Мас , сбежали, но потерпели крушение на Земле. 
В 1870 году Кэлер-Тек убил Маса и выследил Джекса в Милосердии, штат Невада.  Он не хотел убивать ни в чем не повинных жителей города, поэтому изолировал их в городе и потребовал Кэлер-Джекса взамен на снятие блокады. 
Когда Одиннадцатый Доктор прибыл и узнал правду о Джексе, он сначала попытался отдать его Стрелку, но в конечном итоге помог сбежать. Вместо того, чтобы позволить видам из другого мира попасть под перекрестный огонь между ним и Теком, Кэлер-Джекс покончил с собой, активировав самоуничтожение на своем корабле.  По настоянию Доктора Кэлер-Тек осталась в Милосердии в качестве защитника города. (ТВ: Город под названием Милосердие ) Один кэлер присутствовал в Малдовариуме , когда Колония Сарфф посетила заведение в поисках Двенадцатого Доктора от имени Давроса . (ТВ: Подмастерье чародея ) Другой кэлер был на борту «Гармонии и искупления», когда он был разрушен метеоритом. (ТВ: Мужья Ривер Сонг ) "
https://tardis.fandom.com/ru/wiki/%D0%95%D0%BB%D0%B8%D0%B7%D0%B0%D0%B2%D0%B5%D1%82%D0%B0_X,"
					Елизавета X				","Елизавета Х (также известна как Лиз 10 ) - королева Новой Великобритании , огромной страны, построенной на спине Звёздного кита , когда Земля была опустошена солнечной вспышкой в 29-й веке, но из-за технического вмешательства в ее биологические часы, она жила (и царствовала) в течение более двух столетий. Выросла на историях о Докторе из ТАРДИС , видя в нем героя и странного человека. Елизавета X с радостью решила помочь Доктору , когда узнала, что он в городе. Королева, не зная того, каждый раз нажимала на кнопку, которая стирала ее память и удерживала Звездного Кита в кандалах. Эми Понд помогла ей и избавила кита от страданий. (ТВ: Зверь внизу ) Лиз-10 поймала Ривер Сонг за кражей картины. Ривер объяснила ей, что картина для Доктора , с которым королева встречалась ранее. (ТВ: Пандорика открывается ) Елизавета X упоминала рассказы о том, как её предки виделись с Доктором, а именно изгнание и посвящение в рыцари Королевой Викторией, брак с Елизаветой I и чаепитие с Елизаветой II. У Елизаветы тёмно-каштановые волосы кудрявые волосы средней длины, смуглая кожа и карие глаза. Лиз довольно высокая, примерно с одиннадцатого Доктора, стройного телосложения. Лиз утверждает, что ей сорок, хотя на самом деле ей больше 400 лет. Она не стареет из-за технического вмешательства в её биологические часы. Следует добавить больше информации. "
https://tardis.fandom.com/ru/wiki/%D0%9B%D0%B5%D1%82%D1%83%D1%87%D0%B8%D0%B5_%D0%B7%D0%B5%D0%BC%D0%BB%D0%B5%D1%80%D0%BE%D0%B9%D0%BA%D0%B8,"
					Летучие землеройки				","Летучая землеройка — (orig. Fledershrew) похожее на летучую мышь млекопитающее, обитающее на Галлифрее. (ПРОЗА: Лангбэрроу ) На своей родной планете эти существа в одно время оказались на грани вымирания. Попав на Галлифрей, они прижились на деревьях, где располагаются колониями. (Не путать с видом Древесных землероек , на которых жаловались в Доме Лангбэрроу , что те регулярно грызут стропила Дома ) Пятый Доктор отзывался о Летучих землеройках, как о типичных вредителях в ТАРДИС (АУДИО: И ты подчинишься мне ) , однако в ТАРДИС Седьмого и Восьмого Доктора селилась и процветала целая колония этих существ, которых Доктор считал «безобидными и чистоплотными». (АУДИО: Чёрное и белое , Nevermore, Относительные измерения ) Вскоре после того, как Сьюзан Кэмпбелл и Алекс Кэмпбелл прибыли в ТАРДИС, чтобы отпраздновать Рождество вместе с Восьмым Доктором и Люси Миллер , целая колония летучих землероек была уничтожена рыбой блитцен. (АУДИО: Относительные измерения ) После того как ТАРДИС Мастера разбилась в Гексфорде в 1984 году, тридцать два года она оставалась пустой. В консольной за это время расплодились летучие землеройки. (АУДИО: И ты подчинишься мне ) Во время Последней Великой Войны Времени Восьмой Доктор выбросил летучих землероек из ТАРДИС вместе с Ваштой Нерадой , которые также находились на борту. Он собирался потом подобрать их. (АУДИО: День Вашты Нерады ) "
