URL,Name,Doctor,Companions,Producer,Data,Content
https://tardis.fandom.com/ru/wiki/%D0%92%D1%80%D0%B5%D0%BC%D0%B5%D0%BD%D0%BD%D0%BE%D0%B9_%D0%BF%D0%BE%D0%BB%D1%91%D1%82,"
					Временной полёт				",Пятый Доктор,Нисса,Джон Нейтан-Тёрнер,22-30 марта 1982,"Временной полёт Time-Flight Доктор Кто : 19 сезон 7 серия Доктор: Пятый Доктор Спутники: Нисса , Тиган Враги: Мастер , плазматоны Камео: Образ Адрика Место: Земля - Англия - Лондон - аэропорт Хитроу - 1982 год и 140 000 000 год до н.э. ТАРДИС Доктора Производственная информация Автор: Питер Гримвейд Режиссёр: Рон Джонс Продюсер: Джон Нейтан-Тёрнер Номер: 122 Дата выхода: 22-30 марта 1982 Формат: 4 эпизода по 25 мин. Официальный трейлер Отрывок Доктор Кто ← Предыдущее Следующее → Землетрясение Арка бесконечности Временной полёт (англ Time-Flight ) — 7 и последняя серия 19 сезона сериала « Доктор Кто », показанная с 22 по 30 марта 1982 года. Здесь произошло возвращение Энтони Эйнли в роли Мастера , а также небольшое появление Мэттью Уотерхауса в роли «призрака» Адрика . В конце истории Тиган Джованка остаётся в аэропорту Хитроу, а Доктор и Нисса улетают, однако они воссоединяются и продолжают путешествовать вместе уже в следующей серии. Тем не менее, в расширенной вселенной в этот промежуток произошло множество историй с одиночными путешествиями Доктора и Ниссы. Расследуя исчезающие самолёты в аэропорту Хитроу, Доктор и его спутницы отброшены на миллионы лет в прошлое - во время, когда таинственный инопланетянин пытается контролировать Землю… следует добавить следует добавить следует добавить следует добавить "
https://tardis.fandom.com/ru/wiki/%D0%90%D1%80%D0%BA%D0%B0_%D0%B1%D0%B5%D1%81%D0%BA%D0%BE%D0%BD%D0%B5%D1%87%D0%BD%D0%BE%D1%81%D1%82%D0%B8_(%D0%A2%D0%92_%D0%B8%D1%81%D1%82%D0%BE%D1%80%D0%B8%D1%8F),"
					Арка бесконечности (ТВ история)				",Пятый Доктор,Нисса,Джон Нейтан-Тёрнер,3-12 января 1983,"Арка бесконечности Arc of Infinity Доктор Кто : 20 сезон 1 серия Доктор: Пятый Доктор Спутники: Нисса Участвуют: Тиган , Боруса , Повелители Времени Враги: Омега , канцлер Хедин , Эргон , командир Максил Место: Земля - Голландия - Амстердам - январь 1983 Галлифрей и Матрица ТАРДИС Доктора Производственная информация Автор: Джонни Бирн Режиссёр: Рон Джонс Продюсер: Джон Нейтан-Тёрнер Номер: 123 Дата выхода: 3-12 января 1983 Формат: 4 эпизода по 25 мин. Официальный трейлер Отрывок Доктор Кто ← Предыдущее Следующее → Временной полёт Танец змеи Арка бесконечности (англ Arc of Infinity ) — 1 серия 20 сезона сериала « Доктор Кто », показанная с 3 по 12 января 1983 года. Здесь произошло возвращение Джанет Филдинг к роли Тиган Джованки , которая воссоединилась с Пятым Доктором и Ниссой и вновь стала полноценным членом команды ТАРДИС. Также вернулись Омега , и сюжет серии служит сиквелом к его первому появлению в серии « Три Доктора » (1973), и Боруса . История примечательна тем, что в ней Колин Бейкер сыграл роль Повелителя Времени Максила . Буквально через год, в конце 21 сезона, он станет Шестым Доктором . Это была одна из нескольких серий классического сериала, снятых за пределами Великобритании. Омега, древний Повелитель Времени, который был в ловушке в мире антиматерии, очень давно планирует месть Доктору. На Галлифрее плетётся заговор с целью изменить вселенную, однако единственная помеха - Доктор. Поэтому группа Повелителей Времени принимает решение пригласить его на родную планету, чтобы тайно казнить… следует добавить следует добавить следует добавить следует добавить "
https://tardis.fandom.com/ru/wiki/%D0%A2%D0%B0%D0%BD%D0%B5%D1%86_%D0%B7%D0%BC%D0%B5%D0%B8,"
					Танец змеи				",Пятый Доктор,Нисса,Джон Нейтан-Тёрнер,18-26 января 1983,"Танец змеи Snakedance Доктор Кто : 20 сезон 2 серия Доктор: Пятый Доктор Спутники: Нисса , Тиган Враги: Мара Место: Манусса - 3126 год (по мануссианскому календарю) ТАРДИС Доктора Производственная информация Автор: Кристофер Бейли Режиссёр: Фиона Камминг Продюсер: Джон Нейтан-Тёрнер Номер: 124 Дата выхода: 18-26 января 1983 Формат: 4 эпизода по 25 мин. Официальный трейлер Отрывок Доктор Кто ← Предыдущее Следующее → Арка бесконечности Мертвец Модрин Танец змеи (англ Snakedance ) — 2 серия 20 сезона сериала « Доктор Кто », показанная с 18 по 26 января 1983 года. Здесь произошло возвращение Мары , существа из кошмаров, которое впервые появилось в серии « Кинда » (1982) из прошлого сезона. Под воздействием Мары Тиган направляет ТАРДИС в ловушку на планету Манусса. следует добавить следует добавить следует добавить следует добавить "
https://tardis.fandom.com/ru/wiki/%D0%9C%D0%B5%D1%80%D1%82%D0%B2%D0%B5%D1%86_%D0%9C%D0%BE%D0%B4%D1%80%D0%B8%D0%BD,"
					Мертвец Модрин				",Пятый Доктор,Нисса,Джон Нейтан-Тёрнер,1-9 февраля 1983,"Мертвец Модрин Mawdryn Undead Доктор Кто : 20 сезон 3 серия Трилогия Чёрного Стража: 1 / 3 Доктор: Пятый Доктор Спутники: Нисса , Тиган , Бригадир , Турлоу Враги: Чёрный Страж , Модрин , Турлоу Место: Корабль Модрина и Земля ( Англия - школа Брендон) - 1977 и 1983 ТАРДИС Доктора Производственная информация Автор: Питер Гримвейд Режиссёр: Питер Моффатт Продюсер: Джон Нейтан-Тёрнер Номер: 125 Дата выхода: 1-9 февраля 1983 Формат: 4 эпизода по 25 мин. Официальный трейлер Отрывок Доктор Кто ← Предыдущее Следующее → Танец змеи Терминус Мертвец Модрин (англ Mawdryn Undead ) — 3 серия 20 сезона сериала « Доктор Кто », показанная с 1 по 9 февраля 1983 года. Здесь произошло возвращение Чёрного Стража , который впервые появился в финале 16 сезона, а также началась трилогия, связанная с новым спутником по имени Вислор Турлоу , которого Чёрный Страж подослал убить Доктора. Николас Кортни вернулся к роли Бригадира Алистера Гордона Летбридж-Стюарта впервые со времён « Террора зайгонов » (1975). ТАРДИС отклоняется от курса и Доктор, кажется, регенерировал. Доверятся ли ему Тиган и Нисса? следует добавить следует добавить следует добавить следует добавить "
https://tardis.fandom.com/ru/wiki/%D0%A2%D0%B5%D1%80%D0%BC%D0%B8%D0%BD%D1%83%D1%81_(%D0%A2%D0%92_%D0%B8%D1%81%D1%82%D0%BE%D1%80%D0%B8%D1%8F),"
					Терминус (ТВ история)				",Пятый Доктор,Нисса,Джон Нейтан-Тёрнер,15-23 февраля 1983,"Терминус Terminus Доктор Кто : 20 сезон 4 серия Трилогия Чёрного Стража: 2 / 3 Доктор: Пятый Доктор Спутники: Нисса , Тиган , Турлоу Враги: Terminus Inc , Чёрный Страж , Турлоу Место: Космическая станция Терминус - 35 век ТАРДИС Доктора Производственная информация Автор: Стив Галлагер Режиссёр: Мэри Ридж Продюсер: Джон Нейтан-Тёрнер Номер: 126 Дата выхода: 15-23 февраля 1983 Формат: 4 эпизода по 25 мин. Официальный трейлер Отрывок Доктор Кто ← Предыдущее Следующее → Мертвец Модрин Просвещение Терминус (англ. Terminus ) — 4 серия 20 сезона сериала « Доктор Кто », показанная с 15 по 23 февраля 1983 года. История продолжила трилогию Чёрного Стража , который послал Турлоу убить Доктора в предыдущей серии . Здесь произошло последнее появление Сары Саттон в роли Ниссы . Позже актриса вернётся к роли в аудиопьесах Big Finish . Вислор Турлоу всё ещё находится под влиянием Чёрного Стража — ему необходимо любым путём уничтожить Доктора . Чтобы сделать это, он повреждает некоторые элементы ТАРДИС Доктора , и она приземляется на космическим лайнере под названием Терминус , где происходит нечто странное… следует добавить следует добавить следует добавить следует добавить "
https://tardis.fandom.com/ru/wiki/%D0%9F%D1%80%D0%BE%D1%81%D0%B2%D0%B5%D1%89%D0%B5%D0%BD%D0%B8%D0%B5_(%D0%A2%D0%92_%D0%B8%D1%81%D1%82%D0%BE%D1%80%D0%B8%D1%8F),"
					Просвещение (ТВ история)				",Пятый Доктор,Тиган,Джон Нейтан-Тёрнер,1-9 марта 1983,"Просвещение Enlightenment Доктор Кто : 20 сезон 5 серия Трилогия Чёрного Стража: 3 / 3 Доктор: Пятый Доктор Спутники: Тиган , Турлоу Участвуют: Белый Страж Враги: Чёрный Страж , капитан Врак , Манселл Место: Космические корабли в Солнечной системе ТАРДИС Доктора Производственная информация Автор: Барбара Клегг Режиссёр: Фиона Камминг Продюсер: Джон Нейтан-Тёрнер Номер: 127 Дата выхода: 1-9 марта 1983 Формат: 4 эпизода по 25 мин. Официальный трейлер Отрывок Доктор Кто ← Предыдущее Следующее → Терминус Королевские демоны Просвещение (англ. Enlightenment ) — 5 серия 20 сезона сериала « Доктор Кто », показанная с 1 по 9 марта 1983 года. История завершила трилогию Чёрного Стража , сюжет которой заключался в том, что он подослал Турлоу убить Доктора. Здесь произошло первое появление расы под названием Вечные , которые позже вернутся во многих историях расширенной вселенной , а также возвращение Белого Стража . следует добавить следует добавить следует добавить следует добавить "
https://tardis.fandom.com/ru/wiki/%D0%9A%D0%BE%D1%80%D0%BE%D0%BB%D0%B5%D0%B2%D1%81%D0%BA%D0%B8%D0%B5_%D0%B4%D0%B5%D0%BC%D0%BE%D0%BD%D1%8B,"
					Королевские демоны				",Пятый Доктор,Тиган,Джон Нейтан-Тёрнер,15-16 марта 1983,"Королевские демоны The King's Demons Доктор Кто : 20 сезон 6 серия Доктор: Пятый Доктор Спутники: Тиган , Турлоу Участвуют: Камелион Враги: Мастер Место: Земля - Англия - 4 марта 1215 ТАРДИС Доктора Производственная информация Автор: Теренс Дадли Режиссёр: Тони Вирго Продюсер: Джон Нейтан-Тёрнер Номер: 128 Дата выхода: 15-16 марта 1983 Формат: 2 эпизода по 25 мин. Официальный трейлер Отрывок Доктор Кто ← Предыдущее Следующее → Просвещение Пять Докторов Королевские демоны (англ. The King's Demons ) — 6 и последняя серия 20 сезона сериала « Доктор Кто », показанная с 15 по 16 марта 1983 года. Здесь произошло возвращение Энтони Эйнли к роли Мастера и впервые был представлен Камелион , который в конце истории стал новым спутником Доктора (таким образом став первым роботом на этой роли со времён К9 ), однако из-за производственных проблем не появлялся до серии « Планета огня » (1984), где он был выведен из сериала. следует добавить следует добавить "
https://tardis.fandom.com/ru/wiki/%D0%9F%D1%8F%D1%82%D1%8C_%D0%94%D0%BE%D0%BA%D1%82%D0%BE%D1%80%D0%BE%D0%B2,"
					Пять Докторов				",Пятый Доктор,Тиган,Джон Нейтан-Тёрнер,23 ноября 1983,"Пять Докторов The Five Doctors Доктор Кто : спецвыпуск в честь 20-летнего юбилея сериала Доктор: Пятый Доктор Спутники: Тиган , Турлоу Участвуют: Первый , Второй и Третий Доктора , Сьюзан , Бригадир , Сара Джейн , Рассилон Враги: Боруса , Мастер , киберлюди Камео: Четвёртый Доктор , Романа II , К9 , далек , Йети , образы Лиз , Йейтса , Джейми и Зои Место: Галлифрей - Смертельная зона ТАРДИС Доктора Глаз Ориона Земля - Англия - 1979 и 1980-е Производственная информация Автор: Терранс Дикс Режиссёр: Питер Моффатт Продюсер: Джон Нейтан-Тёрнер Номер: 129 Дата выхода: 23 ноября 1983 Формат: 90-минутный эпизод Официальный трейлер Отрывок Доктор Кто ← Предыдущее Следующее → Королевские демоны Воины глубин Пять Докторов (англ. The Five Doctors ) — специальный эпизод, снятый в честь 20-летнего юбилея сериала « Доктор Кто » и показанный с 23 ноября 1983 года. Здесь показана встреча четырёх воплощений Доктора, Первого (в исполнении Ричарда Харндалла ), Второго , Третьего и Пятого , в то время как Четвёртый участвовал в сюжете через вставленные кадры из недоснятой « Шады » из-за того, что Том Бейкер отказался возвращаться в сериал так скоро после своего ухода. Также произошло возвращение Сьюзан Форман , Бригадира , Сары Джейн и К9 , в то время как Лиз Шоу , Майк Йейтс , Джейми МакКриммон и Зои Хериот появились в качестве галлюцинаций. Из врагов Доктора вернулись Мастер в исполнении Энтони Эйнли , далеки , киберлюди и Йети , а основным противником в серии стал президент Боруса , который ранее трижды появлялся в сериале в других воплощениях. Кроме того, в серии впервые был показан новый дизайн консольной комнаты ТАРДИС Доктора, который будет участвовать в сериале вплоть до его закрытия в 1989 году. Небольшое действие из серии - Третий Доктор забирает у Мастера Печать Верховного Совета - станет важным сюжетным элементом рождественского спецвыпуска « Время Доктора » (2013). "
https://tardis.fandom.com/ru/wiki/%D0%92%D0%BE%D0%B8%D0%BD%D1%8B_%D0%B3%D0%BB%D1%83%D0%B1%D0%B8%D0%BD,"
					Воины глубин				",Пятый Доктор,Тиган,Джон Нейтан-Тёрнер,5-13 января 1984,"Воины глубин Warriors of the Deep Доктор Кто : 21 сезон 1 серия Доктор: Пятый Доктор Спутники: Тиган , Турлоу Враги: Нилсон , Солов , силурианцы , морские дьяволы , Мирка Место: Морская база 4 - 2084 год Производственная информация Автор: Джонни Бирн Режиссёр: Пеннант Робертс Продюсер: Джон Нейтан-Тёрнер Номер: 130 Дата выхода: 5-13 января 1984 Формат: 4 эпизода по 25 мин. Официальный трейлер Отрывок Доктор Кто ← Предыдущее Следующее → Пять Докторов Пробуждение Воины глубин (англ. Warriors of the Deep ) — 1 серия 21 сезона сериала « Доктор Кто », показанная с 5 по 13 января 1984 года. Здесь произошло возвращение силурианцев и морских дьяволов , которые впервые появились в двух сериях с Третьим Доктором , и в этой серии было показано их первое совместное появление. Для морских дьяволов эта серия ознаменовала последнее появление в классическом сериале, в следующий раз они вернутся 38 лет спустя, в серии « Легенда о морских дьяволах » (2022). Эта серия известна своим трудным съёмочным процессом, результат которого был в своё время многими раскритикован. Изначальный сценарий также содержал в себе множество противоречивых (в связи с прошлыми сериями) фактов о силурианцах и морских дьяволах, и некоторые из них остались в готовом варианте даже после внесённых изменений. следует добавить следует добавить следует добавить следует добавить "
https://tardis.fandom.com/ru/wiki/%D0%9F%D1%80%D0%BE%D0%B1%D1%83%D0%B6%D0%B4%D0%B5%D0%BD%D0%B8%D0%B5,"
					Пробуждение				",Пятый Доктор,Тиган,Джон Нейтан-Тёрнер,19-20 января 1984,"Пробуждение The Awakening Доктор Кто : 21 сезон 2 серия Доктор: Пятый Доктор Спутники: Тиган , Турлоу Враги: Малус , сэр Джордж Хатчинсон Место: Земля - Англия - Литтл-Хондкомб - 1984 ТАРДИС Доктора Производственная информация Автор: Эрик Прингл Режиссёр: Майкл Оуэн Моррис Продюсер: Джон Нейтан-Тёрнер Номер: 131 Дата выхода: 19-20 января 1984 Формат: 2 эпизода по 25 мин. Официальный трейлер Доктор Кто ← Предыдущее Следующее → Воины глубин Фронтиос Пробуждение (англ. The Awakening ) — 2 серия 21 сезона сериала « Доктор Кто », показанная с 19 по 20 января 1984 года. Здесь впервые было показано, как Доктор материализует ТАРДИС по просьбе спутника, который желает навестить родственника - в этом случае Тиган хочет воссоединиться со своим дедушкой. Здесь также произошло первое появление второго костюма Пятого Доктора, который отличается от прошлого всего лишь цветом свитера. следует добавить следует добавить "
